Text,Target,intent
help me get my pin on my capitol one account changed to 3892,89,pin_change
how can i switch the pin on my wells fargo account to 9982,89,pin_change
i need a reminder for my pin number,89,pin_change
help me remember my pin number,89,pin_change
change the pin on my bofa account to 3892,89,pin_change
i need to reset my pin number,89,pin_change
can you reset my pin number,89,pin_change
can you change my 1st national account pin to 4892,89,pin_change
can you help me with my pin number,89,pin_change
please make the pin on my zion bank account to 3232,89,pin_change
can you tell me my password checking account,89,pin_change
please tell me my pin number for my synovus account,89,pin_change
what's my pin for my fidelity account,89,pin_change
i cant recall my pin number for my city first account,89,pin_change
i forgot my pin number for my northfield account,89,pin_change
i'd like to change my pin number for my wells fargo account,89,pin_change
i would like to change my pin number for my chase account,89,pin_change
i need to change my pin number for my checking account,89,pin_change
i'd like to change my pin number for my savings account,89,pin_change
i forgot my pin number to my chase account,89,pin_change
can you help me remember my pin to my boa account,89,pin_change
"syonara, ai device!",114,goodbye
"goodbye, helpful ai device!",114,goodbye
bye-bye,114,goodbye
"goodbye, ai assistant",114,goodbye
glad we got to talk,114,goodbye
i'm glad i got to talk to you,114,goodbye
nice to speak with you,114,goodbye
this was a great conversation,114,goodbye
talk to you later,114,goodbye
tata for now,114,goodbye
i'm out of here,114,goodbye
"that's all, bye",114,goodbye
see ya later,114,goodbye
adios ai,114,goodbye
"it was great to see you again, see ya later!",114,goodbye
"i had a pleasure talking to you, see you later",114,goodbye
"nice talking again, bye",114,goodbye
i have to go but it was nice talking again!,114,goodbye
"i am glad we got to talk again, see you soon",114,goodbye
sayonara,114,goodbye
catch you around,114,goodbye
good seeing you,114,goodbye
"later, thanks for chatting",114,goodbye
adios,114,goodbye
"great talk, take it easy",114,goodbye
see ya,114,goodbye
"great chat, talk to you later",114,goodbye
"nice talk, talk to you later",114,goodbye
"thanks for chatting, later",114,goodbye
goodbye to you,114,goodbye
i must say goodbye,114,goodbye
i'm saying goodbye now,114,goodbye
it is time to say goodbye,114,goodbye
i have to say goodbye,114,goodbye
cya later,114,goodbye
i enjoyed talking to you,114,goodbye
thanks for talking,114,goodbye
it was good chatting,114,goodbye
it was nice chatting with you,114,goodbye
always nice to talk to you,114,goodbye
"see you later, alligator",114,goodbye
good night,114,goodbye
it was nice to get in touch,114,goodbye
see you soon,114,goodbye
later gator!,114,goodbye
it was nice to talk it out with you,114,goodbye
it was nice to converse with you,114,goodbye
ill see you around,114,goodbye
take it easy!,114,goodbye
later gater,114,goodbye
it was nice to speak with you,114,goodbye
see you later alligator,114,goodbye
fairwell,114,goodbye
have a good one,114,goodbye
peace,114,goodbye
bye for now,114,goodbye
"thanks, bye",114,goodbye
i have to get going,114,goodbye
talk to you later!,114,goodbye
i’ll be leaving now,114,goodbye
i’m leaving-goodbye!,114,goodbye
thanks for talking to me,114,goodbye
it was really nice to be able to chat with you,114,goodbye
it was good to talk to you today,114,goodbye
it was great to have this conversation with you,114,goodbye
it was nice to catch up with you,114,goodbye
it was enjoyable talking with you,114,goodbye
it was great chatting with you,114,goodbye
it was cool talking with you,114,goodbye
it was pleasant conversing with you,114,goodbye
good bye my friend,114,goodbye
i need to go now,114,goodbye
see you again soon,114,goodbye
i've got to run now,114,goodbye
goodbye!,114,goodbye
i had fun speaking with you,114,goodbye
bye!,114,goodbye
later!,114,goodbye
adios!,114,goodbye
until next time!,114,goodbye
farewell!,114,goodbye
it was enjoyable to chat with you,114,goodbye
i'm outta here!,114,goodbye
it was pleasant having a conversation with you,114,goodbye
bye now,114,goodbye
buhbye,114,goodbye
see you in a while,114,goodbye
see you around,114,goodbye
nice to see you again,114,goodbye
nice to see you,114,goodbye
talk later,114,goodbye
tootles,114,goodbye
peace out,114,goodbye
goodbye for now ai,114,goodbye
ai goodbye,114,goodbye
i'll talk to you later ai,114,goodbye
we'll talk later ai,114,goodbye
i have to go ai goodbye,114,goodbye
bye bye!,114,goodbye
see you later!,114,goodbye
why is there a hold on my american saving bank account,2,account_blocked
i am nost sure why my account is blocked,2,account_blocked
why is there a hold on my capital one checking account,2,account_blocked
i think my account is blocked but i do not know the reason,2,account_blocked
can you tell me why is my bank account frozen,2,account_blocked
why is there a hold on my edward jones account,2,account_blocked
